Timestamp (ms),Smoothed Speed (mm/s)
1630002071221,1578.3639858932727
1630002071237,1628.269511353795
1630002071254,1641.3200371192218
1630002071271,1664.4243588153251
1630002071287,1610.9684924032315
1630002071304,1587.6440019451682
1630002071320,1598.9059598194285
1630002071337,1548.2655370677294
1630002071354,1527.4158625215084
1630002071371,1512.9810271599738
1630002071387,1475.7663115317248
1630002071404,1574.4413052754876
1630002071421,1637.7820091753383
1630002071437,1900.4787833827143
1630002071454,1930.2779436628932
1630002071471,1938.4246947716217
1630002071487,1868.254306556551
1630002071504,1824.7334401412775
1630002071521,1762.6225012934865
1630002071537,1773.7067787685364
1630002071554,1746.9476711134535
1630002071570,1690.898650904379
1630002071587,1665.1502100175887
1630002071604,1664.740049945385
1630002071621,1714.6738954813545
1630002071637,1677.5561423378956
1630002071654,1712.717018066433
1630002071671,1766.2940667689445
1630002071687,1817.9751804729708
1630002071741,2424.8440405619094
1630002071775,2412.8936554121224
1630002071788,2316.7164993342476
1630002071804,2282.1223011228353
1630002071821,2226.5873925972824
1630002071837,2208.6608556611545
1630002071854,2074.7623627106773
1630002071871,1985.320628179953
1630002071887,1903.8962177925123
1630002071904,1856.447064051982
1630002071921,1798.3718319554382
1630002071937,1723.6971527356657
1630002071954,1724.8115838056692
1630002071971,1700.875143100489
1630002071987,1645.9216288378468
1630002072004,1584.0894360496013
1630002072021,1605.3975864738877
1630002072037,1598.0770759017266
1630002072054,1655.7296460771438
1630002072070,1783.3488595937608
1630002072087,1739.557012114913
1630002072104,1645.1121450008486
1630002072121,1565.849945531972
1630002072137,1513.2012097443028
1630002072154,1447.1084878300235
1630002072171,1452.1238279987479
1630002072187,1395.5011066835048
1630002072204,1418.6443431466912
1630002072221,1350.829589503385
1630002072237,1305.6506884608252
1630002072254,1253.7473601551842
1630002072271,1281.9208111215953
1630002072287,1283.5975039610457
1630002072304,1276.4948298372515
1630002072321,1246.8996182216526
1630002072337,1279.5836196541477
1630002072354,1339.754740851149
1630002072370,1461.6870296087063
1630002072387,1450.8456598250998
1630002072404,1458.2725028153425
1630002072421,1459.8839495547734
1630002072437,1473.3167655612426
1630002072454,1561.779834227655
1630002072471,1635.9400478101809
1630002072487,1577.7273034108316
1630002072504,1801.5353697132605
1630002072521,1738.113474698444
1630002072537,1682.5799817628135
1630002072554,1661.627078587995
1630002072571,1622.919386615657
1630002072587,1547.5932734153062
1630002072604,1662.7377981284462
1630002072621,1629.3980695595078
1630002072637,1626.508970435444
1630002072654,1643.5971915755804
1630002072671,1725.198710877468
1630002072687,1729.4115925856984
1630002072704,1832.2579938331187
1630002072721,1816.2212340720114
1630002072737,1790.4836167641974
1630002072754,1782.2533098616987
1630002072771,1767.4518524069683
1630002072787,1806.654958288438
1630002072804,1847.551146283244
1630002072821,1796.6301274177335
1630002072837,1839.17278587784
1630002072854,1966.1692748876046
1630002072871,1906.164758963871
1630002072887,1833.341283386724
1630002072904,1755.6988359047255
1630002072921,1689.862788838469
1630002072937,1682.563992682798
1630002072954,2232.4481035606295
1630002072971,2124.936076603601
1630002072987,2082.836855014708
1630002073004,2100.886745770139
1630002073021,2003.5431588000265
1630002073037,2038.8876143186474
1630002073054,2020.218971016961
1630002073071,1986.55680036285
1630002073087,2005.0280003717264
1630002073104,1963.3450576121502
1630002073121,1928.9903436384895
1630002073137,1856.4179222266946
1630002073154,1813.2480104132082
1630002073171,1856.1328752437844
1630002073187,1841.506946744917
1630002073204,1904.425828600849
1630002073221,1851.4713369141116
1630002073237,1797.0937537112293
1630002073254,1793.6346740950646
1630002073271,1748.1464274169198
1630002073287,1665.5810421763151
1630002073304,1631.9127377996663
1630002073321,1593.7031647529473
1630002073337,1692.626786359968
1630002073354,1693.7633477023674
1630002073370,1647.5797290936666
1630002073387,1639.0058965141784
1630002073404,1735.8820547948283
1630002073421,1745.3051695882787
1630002073437,1768.9506959313276
1630002073454,1711.7520906669945
1630002073471,1726.5892966806055
1630002073487,1696.04068769486
1630002073504,1682.598980581983
1630002073521,1687.6219966917618
1630002073537,1656.4601946132366
1630002073554,1705.5697461042016
1630002073571,1685.686029700891
1630002073587,1684.3607905026024
1630002073604,1681.4178821376584
1630002073621,1633.5419336724299
1630002073637,1588.9928007079711
1630002073654,1589.8737399253896
1630002073671,1634.82933552112
1630002073687,1663.882849567267
1630002073704,1627.4883669162566
1630002073721,1637.5986494148326
1630002073737,1611.4491125546992
1630002073754,1623.6973030276922
1630002073771,1593.6557738170413
1630002073787,1581.9193611287358
1630002073804,1619.5204889346833
1630002073821,1552.2423428349045
1630002073837,1580.037316699179
1630002073854,1552.0290506083975
1630002073871,1545.1123820795924
1630002073887,1535.6843836086437
1630002073904,1528.8818081804952
1630002073921,1524.1355101565284
1630002073937,1478.6847269096863
1630002073954,1491.5238590303309
1630002073971,1455.7755688751047
1630002073987,1495.4855361368018
1630002074004,1440.1566354776546
1630002074021,1467.954331104177
1630002074037,1423.657500754697
1630002074054,1391.8542298079317
1630002074071,1351.44229205666
1630002074088,1361.708518751397
1630002074104,1343.1075494455858
1630002074121,1414.6699925257442
1630002074138,1400.620617301439
1630002074154,1368.8356915883553
1630002074171,1382.65166752737
1630002074187,1447.5303612970038
1630002074204,1526.3628608494046
1630002074221,1521.186160351359
1630002074238,1476.383146373297
1630002074254,1513.9892494109934
1630002074271,1514.308636980405
1630002074288,1559.5884914435767
1630002074304,1673.2711898337848
1630002074321,1612.215845723813
1630002074338,1562.268267771195
1630002074354,1545.8212190046456
1630002074371,1597.2224270546517
1630002074388,1581.933668221978
1630002074404,1535.5605372347018
1630002074421,1506.5633882030513
1630002074437,1471.498504838746
1630002074454,1425.803111722668
1630002074471,1392.3157089099727
1630002074487,1364.371251546748
1630002074504,1363.5127814160032
1630002074521,1327.765682702163
1630002074537,1289.3828617697875
1630002074554,1371.2853228439308
1630002074571,1413.0915961093383
1630002074587,1377.0395919106907
1630002074604,1358.7421594882899
1630002074621,1319.688549483735
1630002074638,1300.616801806466
1630002074654,1409.7856110553782
1630002074671,1369.6552418636325
1630002074688,1370.6365051325176
1630002074704,1351.0608033615433
1630002074721,1349.9524247998886
1630002074737,1293.1227193232528
1630002074754,1288.5282836446156
1630002074771,1255.076692809333
1630002074788,1317.5988313703197
1630002074804,1299.1384362070082
1630002074821,1290.8355855831544
1630002074837,1296.1937704076554
1630002074854,1307.887384184197
1630002074871,1297.0656570789677
1630002074887,1459.518194323183
1630002074904,1439.5029695474943
1630002074921,1455.9281264439694
1630002074937,1419.061466881845
1630002074954,1428.0538958245781
1630002074971,1449.1662385329234
1630002074987,1418.677719606313
1630002075004,1437.2581221336004
1630002075021,1438.481153699891
1630002075037,1413.291605737866
1630002075054,1375.7323409464434
1630002075071,1426.6184320982263
1630002075087,1466.7284246579982
1630002075104,1487.0071987908593
1630002075121,1487.0169408839788
1630002075137,1506.516466210245
1630002075154,1505.8487938625572
1630002075171,1471.9670511710399
1630002075187,1452.13543064655
1630002075204,1546.8627271139217
1630002075221,1542.181229719057
1630002075237,1542.7548732971356
1630002075254,1498.7812208817077
1630002075271,1654.2005609862354
1630002075287,1699.5181305166172
1630002075304,1740.8190168348
1630002075321,1718.2873023114992
1630002075337,1709.0618660621894
1630002075354,1697.362266397979
1630002075371,1644.0594760389201
1630002075387,1685.082971307158
1630002075404,1632.9009844977124
1630002075421,1685.912805469383
1630002075438,1610.1999706821093
1630002075454,1543.998057414878
1630002075471,1505.2609748262894
1630002075488,1467.9508354961345
1630002075504,1411.746345023135
1630002075521,1384.7896932134292
1630002075537,1359.9329244290413
1630002075554,1351.8197189153648
1630002075571,1324.2360038972602
1630002075587,1292.9259858528224
1630002075604,1272.4093875327912
1630002075621,1291.5757299662484
1630002075638,1276.5934020023428
1630002075654,1269.8217952686732
1630002075671,1248.7462764169434
1630002075687,1252.706961157735
1630002075704,1222.2672738810604
1630002075721,1225.8252454353837
1630002075737,1189.9077214053775
1630002075754,1244.3928174563464
1630002075771,1213.9448885228585
1630002075788,1274.925812223827
1630002075804,1256.7615245476086
1630002075821,1307.1000900248816
1630002075837,1407.129191611012
1630002075854,1464.4170508565214
1630002075871,1454.7310008455388
1630002075888,1433.8426291667067
1630002075904,1509.8264148651363
1630002075921,1494.2593082076053
1630002075937,1444.35675577727
1630002075954,1424.1181336420711
1630002075971,1396.9695880306108
1630002075987,1387.5880701568608
1630002076004,1345.5119033805402
1630002076021,1325.4837805145928
1630002076037,1303.1966882710942
1630002076054,1296.5561154389325
1630002076071,1350.652164137957
1630002076087,1324.7755973121612
1630002076104,1283.3414249798652
1630002076121,1397.1544572880352
1630002076138,1394.371240598893
1630002076154,1356.7383903443513
1630002076171,1375.8438256857605
1630002076187,1348.6419508727506
1630002076204,1355.4559106805375
1630002076221,1434.3107850161018
1630002076237,1414.812165336927
1630002076254,1397.4023709067214
1630002076271,1350.1844567096352
1630002076288,1288.771175775576
1630002076304,1363.1075666926233
1630002076321,1371.442870983418
1630002076338,1313.8227430376978
1630002076354,1298.2018241189235
1630002076371,1332.335688210152
1630002076387,1358.6076132710516
1630002076404,1332.9690995355118
1630002076421,1440.458431952502
1630002076438,1424.5830195968642
1630002076454,1552.8091029436807
1630002076471,1697.5577248978584
1630002076488,1879.5758297331865
1630002076504,1865.6359809127391
1630002076521,1813.155050652238
1630002076537,1850.1737421750215
1630002076554,1826.5601510308995
1630002076571,1824.5139890391722
1630002076588,1772.1519099464904
1630002076604,1768.1676426703868
1630002076621,1766.7001159116369
1630002076638,1733.9418559844316
1630002076654,1723.3677235167181
1630002076671,1762.6362449943717
1630002076688,1731.2550469273253
1630002076704,1677.0839356825218
1630002076721,1619.3171933145336
1630002076738,1602.59985103151
1630002076754,1574.6723285795058
1630002076771,1590.521243858947
1630002076788,1596.499710385601
1630002076804,1592.6355381531027
1630002076821,1643.5372368880126
1630002076838,1639.039861835281
1630002076854,1643.085785141893
1630002076871,1723.4055192384506
1630002076888,1663.7103911048723
1630002076904,1614.9882317384047
1630002076921,1564.8287134537723
1630002076938,1648.0621502252723
1630002076954,1611.732493534426
1630002076974,1569.1211925762589
1630002076988,1522.4950638592
1630002077007,1485.9158467377306
1630002077021,1456.6663025218263
1630002077038,1457.6902844771635
1630002077054,1425.136652300855
1630002077071,1463.1317725360857
1630002077087,1518.2707526209542
1630002077104,1536.3989921762663
1630002077121,1461.2510353644875
1630002077138,1418.7033666730374
1630002077154,1389.1145236970845
1630002077171,1410.4286421387255
1630002077188,1382.012915269079
1630002077204,1423.223738063556
1630002077221,1445.0781445752175
1630002077238,1412.3024299702129
1630002077254,1408.2635971277646
1630002077271,1409.0517878205183
1630002077288,1411.271565060593
1630002077304,1369.17931917565
1630002077321,1382.8169940731984
1630002077337,1379.8989792907144
1630002077354,1400.5500480022797
1630002077371,1399.335469363301
1630002077387,1472.127737583395
1630002077404,1460.9843717185436
1630002077421,1540.2496040974495
1630002077438,1563.0197746968747
1630002077454,1565.9715372971896
1630002077471,1548.4916323719049
1630002077487,1567.6797785678084
1630002077504,1717.0923643884853
1630002077521,1763.3255994378592
1630002077537,1719.6395378678546
1630002077554,1685.397605551941
1630002077571,1650.282275495048
1630002077587,1728.2990170709397
1630002077604,1789.2734064755284
1630002077621,1793.5101175609395
1630002077638,1772.6573762807998
1630002077654,1701.2036364506835
1630002077671,1711.3349690864902
1630002077687,1830.8488159745193
1630002077704,1809.1415409277772
1630002077721,2220.1420691058333
1630002077738,2199.8320474472257
1630002077754,2234.5649908248847
1630002077771,2166.3052211896875
1630002077788,2161.5941392255104
1630002077804,2158.8073275165516
1630002077821,2118.167011830024
1630002077838,2043.2017946740777
1630002077854,1955.2494500775526
1630002077871,1973.4618946706162
1630002077888,1934.4713516727104
1630002077904,1892.5833462817118
1630002077921,1835.7449836536796
1630002077938,1808.563828736696
1630002077954,1766.2863529017027
1630002077971,1767.9964134771092
1630002077988,1768.1699037829023
1630002078004,1811.6564588755664
1630002078021,1786.3544133423045
1630002078037,1878.5103147178563
1630002078054,1815.3858028912955
1630002078071,1834.008212711723
1630002078088,1759.0418138239509
1630002078104,1785.3880977139695
1630002078121,1696.1741651922716
1630002078138,1638.239256758479
1630002078154,1621.7378642174651
1630002078171,1602.4421060240277
1630002078187,1563.4907378367368
1630002078204,1558.381697700257
1630002078221,1499.5510322736345
1630002078238,1584.504889391669
1630002078254,1536.5781347920636
1630002078271,1514.1916857877661
1630002078287,1499.7265783736782
1630002078304,1471.0344151974489
1630002078321,1411.2241869773363
1630002078338,1474.2235160189243
1630002078354,1496.0400042937088
1630002078371,1560.679212374226
1630002078388,1550.9109922376795
1630002078404,1507.1167660955575
1630002078421,1521.1370150345676
1630002078438,1529.073475429937
1630002078454,1569.5750440366173
1630002078471,1545.2791818926855
1630002078487,1508.141803444397
1630002078504,1508.1609430766423
1630002078521,1461.8807631552727
1630002078537,1503.2672060973737
1630002078554,1457.7425907162637
1630002078571,1430.1028086261142
1630002078587,1441.1960487588817
1630002078604,1518.9606876120677
1630002078621,1575.8331036910047
1630002078638,1598.316658104717
1630002078654,1652.049811465058
1630002078671,1638.1023114292573
1630002078688,1618.850082485501
1630002078704,1614.3257680090917
1630002078721,1569.3619385537463
1630002078738,1653.2401846351995
1630002078754,1663.2750681476891
1630002078771,1688.3352779282166
1630002078788,1738.093047053294
1630002078804,1720.4086983360364
1630002078821,1705.2042818837351
1630002078838,1734.0945610948604
1630002078854,1659.5179973585555
1630002078871,1621.5810921993955
1630002078888,1581.1609902627843
1630002078904,1552.7274093044225
1630002078921,1550.2557475293797
1630002078938,1534.064127304964
1630002078954,1551.835856294529
1630002078971,1595.6031688845592
1630002078988,1622.0118989665275
1630002079004,1608.777490842788
1630002079021,1598.2899262333246
1630002079038,1544.616340853438
1630002079054,1536.3673697134998
1630002079071,1527.0253763735457
1630002079088,1502.9857680620798
1630002079104,1515.9588351048394
1630002079121,1609.4520990029569
1630002079138,1776.6083061057698
1630002079154,1856.1933297321743
1630002079171,1942.154614694966
1630002079188,1924.058924726
1630002079204,1898.9129786862497
1630002079221,1937.532971392227
1630002079238,1939.9625177465873
1630002079254,1971.803050215779
1630002079271,1969.4740575958988
1630002079288,2059.748607816412
1630002079304,2004.2252646017291
1630002079321,2025.7627530565505
1630002079338,1940.7444591166113
1630002079354,1984.2897732262213
1630002079371,1916.1539037629377
1630002079388,1951.320589672537
1630002079404,1876.271590303205
1630002079421,1896.3106262305985
1630002079438,1906.4354506978157
1630002079454,2024.880691913911
1630002079471,2049.7219368577457
1630002079488,1982.3499024637047
1630002079504,1978.9953801050958
1630002079521,2003.7102756605213
1630002079554,2106.5299980104346
1630002079571,2014.1884223475263
1630002079588,1968.2308397370775
1630002079604,1912.000723334327
1630002079621,1896.775003150418
1630002079638,2000.3264093041455
1630002079654,1994.1625460758135
1630002079671,1957.4167829970554
1630002079688,1976.8456472301207
1630002079704,1964.6778363135172
1630002079721,1943.4320562943894
1630002079737,1872.7845473062307
1630002079754,1989.4731917028223
1630002079771,1981.4869305987727
1630002079788,1916.1350808764178
1630002079804,1887.7768508400327
1630002079821,1908.912991596107
1630002079838,1871.7240952677143
1630002079854,1877.6347807818443
1630002079871,1868.405093494448
1630002079888,1824.397678563609
1630002079904,1891.733039413808
1630002079921,1900.2111373898415
1630002079938,1859.6618899410757
1630002079954,1806.5713034518637
1630002079971,1793.6723007532405
1630002079988,1799.8565127105912
1630002080004,1803.9922169110846
1630002080021,1805.5577344538883
1630002080038,1864.2289911419255
1630002080054,1931.5744644383458
1630002080071,1914.543891472951
1630002080088,1865.6540884290653
1630002080104,1825.278537626257
1630002080121,1765.256280242991
1630002080138,1758.3876336499845
1630002080154,1761.9097899567187
1630002080171,1691.2019163263465
1630002080188,1712.2240409049791
1630002080204,1656.3264128384249
1630002080221,1621.4457336839505
1630002080238,1564.2016928951875
1630002080254,1562.8408053480748
1630002080271,1537.7466410967986
1630002080288,1547.9610795413232
1630002080304,1575.2399973692386
1630002080321,1551.661364411662
1630002080338,1524.2255914892203
1630002080355,1506.3470540480978
1630002080371,1489.009380518767
1630002080388,1558.966757794074
1630002080404,1732.264768697004
1630002080421,1726.1886022968429
1630002080438,1751.6840286909496
1630002080454,1738.0816704017782
1630002080471,1753.5043732506806
1630002080488,1730.9851962587443
1630002080505,1718.449574847503
1630002080521,1722.411325283095
1630002080538,1730.4731518633093
1630002080555,1803.8487949464968
1630002080571,1891.9233655367595
1630002080588,1906.649567593328
1630002080605,1968.732727591181
1630002080621,1959.521591835362
1630002080638,1884.3889923878364
1630002080654,1852.7446551426501
1630002080671,1801.6448694687756
1630002080688,1836.234987321857
1630002080704,1789.8784813153309
1630002080721,1816.3692030393968
1630002080738,1763.6335092904226
1630002080754,1757.63201282401
1630002080771,1743.1260844477326
1630002080788,1735.8096010929899
1630002080805,1695.4325956536916
1630002080821,1652.8657614841802
1630002080838,1604.4195752035225
1630002080854,1741.5792968622159
1630002080871,1719.6519132839246
1630002080888,1767.9719796843892
1630002080904,1759.6821254625845
1630002080921,1716.3287472036943
1630002080938,1750.0929997881806
1630002080955,1750.8905119864455
1630002080971,1718.8385858186264
1630002080988,1729.2319695546573
1630002081005,1706.2363558985078
1630002081021,1789.5408880960545
1630002081038,1860.720127196365
1630002081054,1810.822662937463
1630002081071,1761.5176807575442
1630002081088,1717.8816797219572
1630002081104,1780.8570508119913
1630002081121,1802.5316559232137
1630002081138,2102.3465483019613
1630002081154,2032.9333543241708
1630002081171,2078.04130742984
1630002081188,2065.9359180453744
1630002081204,2014.8416140605873
1630002081221,1927.7636049050207
1630002081238,1936.294794351251
1630002081254,1845.6333446321612
1630002081271,1769.2963286976014
1630002081288,1694.1670517431294
1630002081304,1649.4140174239828
1630002081321,1643.0855849145187
1630002081338,1652.6281199257255
1630002081354,1625.7940548357599
1630002081371,1582.5477002665793
1630002081388,1540.1794669293606
1630002081404,1516.3036561879367
1630002081421,1494.3497986666275
1630002081438,1626.7620549092621
1630002081454,1578.442066155332
1630002081471,1634.3172004224468
1630002081488,1731.7679840991016
1630002081504,1757.1236493835252
1630002081521,1816.7852452112347
1630002081538,2076.9587741028186
1630002081554,2125.0143946847807
1630002081571,2165.5846531380635
1630002081588,2089.348026668466
1630002081604,2053.5440215587832
1630002081621,2062.7930953361083
1630002081638,2096.781531734256
1630002081655,2124.935636924121
1630002081671,2258.241665292523
1630002081688,2269.30247268813
1630002081704,2237.4645895705285
1630002081721,2211.518408070333
1630002081738,2264.6113827493823
1630002081754,2300.9161474316024
1630002081771,2379.112227193622
1630002081788,2306.8275301252543
1630002081805,2307.931550018705
1630002081821,2263.3294540349443
1630002081838,2218.6029461544176
1630002081854,2193.2676982260236
1630002081871,2222.2630686309953
1630002081888,2205.209411657782
1630002081904,2188.9863145201743
1630002081921,2135.4208805309163
1630002081938,2255.7339395006875
1630002081954,2322.773592741245
1630002081971,2454.1735643035518
1630002081988,2430.92110385599
1630002082004,2512.3054263786926
1630002082021,2439.896216756909
1630002082038,2455.4777656770566
1630002082054,2441.460138987712
1630002082071,2370.861675744398
1630002082088,2401.5404834677634
1630002082104,2509.518267649398
1630002082121,2437.038657739965
1630002082138,2461.0691569912024
1630002082154,2424.0593779251726
1630002082171,2467.440824779778
1630002082188,2766.358367222936
1630002082205,2839.3696423541332
1630002082225,2788.980723051424
1630002082238,3151.8400085518942
1630002082256,3011.3273344466584
1630002082288,3346.992726165728
1630002082304,3170.86421497403
1630002082321,3029.0715593028476
1630002082339,2964.6410308063655
1630002082355,2875.582628105453
1630002082371,2762.2242170527293
1630002082388,2650.246622538052
1630002082404,2597.8220042976127
1630002082421,2509.268745742781
1630002082438,2488.821664038056
1630002082454,2476.8136217265233
1630002082471,2652.3580779393697
1630002082488,2532.7364180689124
1630002082505,2461.619557818101
1630002082521,2397.056834555126
1630002082538,2384.3736891439476
1630002082554,2317.913492912013
1630002082571,2302.7776683624547
1630002082588,2252.9049358325974
1630002082605,2225.4730296921884
1630002082621,2217.6203198619573
1630002082638,2426.4742626493085
1630002082655,2534.230036088441
1630002082671,2569.249378319206
1630002082688,2488.787779381779
1630002082705,2425.4512324592306
1630002082721,2363.219457697607
1630002082738,2345.5933779780285
1630002082755,2301.3786977422465
1630002082771,2306.9611317968947
1630002082788,2268.911228502763
1630002082804,2666.510808788682
1630002082821,2776.560322946851
1630002082838,2746.2547753295157
1630002082855,2688.685710870605
1630002082871,2722.775017450878
1630002082888,2609.10032818593
1630002082905,2557.90479212225
1630002082921,2491.7666105404346
1630002082938,2474.141603466359
1630002082954,2361.04376853822
1630002082971,2341.8531076692675
1630002082988,2476.7884070833293
1630002083005,2439.299545765967
1630002083021,2381.953198726855
1630002083038,2377.354935050264
1630002083055,2352.6410056340465
1630002083071,2392.7040241966365
1630002083088,2306.2861146398113
1630002083105,2308.7638264385473
1630002083121,2303.1640950617475
1630002083138,2399.782737723727
1630002083155,2361.590158474135
1630002083171,2396.994581343718
1630002083188,2334.282195868921
1630002083205,2320.7831070839206
1630002083221,2237.401043350432
1630002083238,2200.055820670146
1630002083255,2125.5307814925945
1630002083271,2074.9240697647433
1630002083288,2007.7215096870875
1630002083305,2029.3421587796863
1630002083321,1979.615272119428
1630002083338,2019.452315548437
1630002083355,1959.1470693294889
1630002083371,2003.7618383281595
1630002083388,1999.1171468325751
1630002083404,1963.6387545832101
1630002083421,1903.0133607647833
1630002083438,1988.7748191230864
1630002083454,2013.3070688535242
1630002083471,2211.9716064954514
1630002083488,2156.951381534654
1630002083504,2155.7185065025856
1630002083521,2190.8529428536144
1630002083538,2099.397616932302
1630002083554,2145.8130861170253
1630002083571,2101.1706586064947
1630002083588,2054.587471451287
1630002083605,2055.2845112100795
1630002083621,2017.9268128919314
1630002083638,2023.5127142168378
1630002083654,2022.9712070013193
1630002083671,2054.102470456558
1630002083688,2264.31378503118
1630002083704,2267.140036577096
1630002083721,2366.3177752155802
1630002083738,2321.820523819557
1630002083755,2454.174784515828
1630002083771,2417.5572320731135
1630002083788,2387.0254663347123
1630002083805,2293.939448989753
1630002083821,2338.497168127352
1630002083838,2274.7722210439665
1630002083855,2293.735294195308
1630002083871,2224.579665334011
1630002083888,2363.534303985868
1630002083905,2324.7094184219145
1630002083921,2604.8430879267376
1630002083938,2506.837783080209
1630002083955,2561.9405967625244
1630002083971,2490.99973740943
1630002083988,2480.720262254894
1630002084005,2499.5733544382874
1630002084021,2596.267077108567
1630002084038,2572.619789094835
1630002084055,2592.7112793379656
1630002084071,2608.7620755935704
1630002084088,2603.60629456457
1630002084105,2586.0800196301943
1630002084121,2514.9169379349037
1630002084138,2441.742383918899
1630002084154,2366.9631667401263
1630002084171,2292.0889351593432
1630002084188,2321.47756442641
1630002084205,2388.894796903413
1630002084221,2421.3002652338687
1630002084238,2327.8464808641884
1630002084255,2274.503805370135
1630002084271,2231.1142342465214
1630002084288,2208.078711800218
1630002084304,2192.8625568312114
1630002084321,2205.429178067053
1630002084338,2125.1940111024014
1630002084354,2116.711291649543
1630002084371,2051.100643761388
1630002084388,2048.8216080533343
1630002084405,2058.0756373214917
1630002084421,1994.0436488227626
1630002084438,1936.7813618419482
1630002084455,1918.1495705124328
1630002084471,1932.365647813383
1630002084488,1910.5979932854598
1630002084505,1908.3487996447718
1630002084521,1881.1764946067908
1630002084538,1885.1739815612216
1630002084554,1912.3899564532383
1630002084571,1886.7935105644442
1630002084588,1844.2888460716067
1630002084605,1884.1302845177443
1630002084621,1858.4308212877281
1630002084638,1934.8503549036047
1630002084671,2245.4877905342446
1630002084688,2204.952097097025
1630002084704,2190.06000531598
1630002084721,2161.411814186818
1630002084738,2073.1397233123525
1630002084755,2006.5682422459424
1630002084771,2154.3572641603764
1630002084788,2083.626062631422
1630002084805,2016.2657843430818
1630002084821,1966.9651933595974
1630002084838,2020.8646432789126
1630002084855,2020.0248527215751
1630002084871,2007.0269900618537
1630002084888,1977.0616335095924
1630002084905,1974.9696521946557
1630002084921,1939.0452261567978
1630002084938,1911.1423732109051
1630002084955,1932.5768568214219
1630002084971,1962.802657890642
1630002084988,1918.4994380605249
1630002085005,1979.7080829687432
1630002085021,1901.7303564104539
1630002085038,1879.2104522972743
1630002085055,1844.6525961628995
1630002085071,1971.1085801002926
1630002085088,1945.077338667794
1630002085105,1994.7198297180782
1630002085121,1962.1428552005577
1630002085138,1951.7353788579478
1630002085155,1935.2177535783408
1630002085171,2017.3002013834898
1630002085188,2079.9809546762563
1630002085205,1997.4865165950036
1630002085221,2009.8838963791925
1630002085238,2219.9290190815577
1630002085255,2197.4579694667736
1630002085271,2103.936934393247
1630002085288,2025.35625357347
1630002085305,2004.1176030711654
1630002085321,1972.5571573837574
1630002085338,1952.7861946446326
1630002085355,1890.2223943600302
1630002085371,1827.3564727056448
1630002085388,1787.7963965675583
1630002085405,1751.957626875532
1630002085421,1732.8915143688398
1630002085438,1697.6841871736397
1630002085455,1673.1064076137416
1630002085471,1654.9023552451765
1630002085488,1737.5484402893514
1630002085505,1761.0116863043627
1630002085521,1827.8238164632921
1630002085538,1779.9329868247037
1630002085555,1742.8601647012358
1630002085571,1681.0313809993747
1630002085588,1623.145086166339
1630002085605,1576.3318611055136
1630002085621,1545.1497733622643
1630002085638,1584.9519543872193
1630002085655,1568.936048230029
1630002085671,1618.9528362095464
1630002085688,1616.8866992755495
1630002085705,1640.7598197740263
1630002085721,1714.6288468006337
1630002085738,1687.0211799697047
1630002085755,1720.0310118103714
1630002085771,1661.332692742921
1630002085788,1623.6888774769327
1630002085805,1596.5182644134823
1630002085821,1569.2407309137504
1630002085838,1566.1130331077072
1630002085855,1700.9617656611017
1630002085871,1743.343940740316
1630002085888,1727.2889167867786
1630002085904,1768.5746092668146
1630002085921,1740.1796194647097
1630002085938,1775.9209118835192
1630002085955,1729.6345106966098
1630002085971,1682.6409243677256
1630002085988,1662.6385449094303
1630002086005,1609.1285194678464
1630002086021,1604.443127612455
1630002086038,1573.4045695583554
1630002086055,1595.4399481475257
1630002086071,1636.1462731121187
1630002086088,1643.0035037960395
1630002086104,1695.0625015414494
1630002086121,1766.7042059394676
1630002086138,1832.7640438537626
1630002086155,1827.0608022245867
1630002086171,1868.4308196646177
1630002086188,1918.1074741483535
1630002086205,1891.04788665494
1630002086221,2071.159477561689
1630002086238,2025.5470867310366
1630002086255,2021.1655056176537
1630002086271,2100.029022806829
1630002086288,2078.4541165082196
1630002086305,2145.310110915203
1630002086321,2117.0994805599353
